rating,review-title,Comments,Label
8,Ranbir Kapoor shines with career best performance in Sandeep Reddy Vanga's gutsy and unhinged 'Animal',"Animal Movie review:Phew!! Where to start!! Let's just say that if you take the character of Kabir Singh, multiply him by a 1000 and then put him in a Godfather-esque family business rivalry storyline, you get 'Animal'. This movie has the stamp of Sandeep Reddy Vanga from start to finish and boy he wasn't kidding when he said 'I will show you what violence is' a few years back. And this movie is not at all for the faint-hearted. The lines between a Protagonist and an Antagonist have never been blurred as much before. The relationships, be it a father-son or a husband-wife one, have never been as toxic before. At one point, you just wonder whom the Movie's title is referring to. Is it the Father, the son or the character of Bobby Deol (played deliciously by him) or is the whole situation and environment around the characters just an 'Animal Park' where one is vying for the blood of the other at the slightest opportunity? The story revolves around Balbir Singh (played by Anil Kapoor), who is a steel business tycoon and his son played by Ranbir Kapoor (apparently his name itself is kind of a spoiler) and the conflicts they have had with one another since childhood and the complications that arise as a result of this very dark relationship. One day, when Balbir Singh gets shot in an assination attempt, his son goes on a revenge path to find out the perpetrator who shot the 'Greatest, if not the Best, Hero' of his life. With this as the basic plot, Vanga delves deep into the psyche of his characters and herein the Director shines the most. There are some scenes, so memorable, so beautifully shot that you are left with awe and admiration. The pre-interval action sequnece is one of the best scenes ever filmed for an Indian film with brilliant choreography, masterful editing in that part and aided by some adrenaline rushing BGM. However, more than the action and gore, which is plentiful, it's the dialogues and scenes between characters that elevate this movie more. The father-son dynamic is especially very complex. There is anger and a frustrating hatred between the two but also unbounded love, born directly from a toxic childhood which makes Ranbir's character continue to seek validation from Balbir Singh even as an adult and Balbir Singh just refuses to acknowledge his son, although the movie doesn't evidently project this as a bad thing. Even some scenes between Ranbir's character and his wife played by Rashmika borders on insanity and full-blown toxicity. At times, I could not comprehend how and why they are still together. Yet these are the moments Vanga chooses his characters to portray- raw, unapologetic emotions without hiding behind any farce. As long as the characters are not taken in the sense of being role-models (which they are absolutely not) of a father, son, husband or even a wife, the movie is extremely well-made. Ranbir Kapoor showcases a powerhouse performance which is just mind-blowing. Ranbir puts forth his career best performance by giving it his all for this character. His rage, his cries, his helplessness are all portrayed brilliantly through eyes, body language and dialogues. His scenes with Anil Kapoor are particularly hearfelt and touching which most Indian men will surely be able to relate to. Anil Kapoor also delivers an excellent performance. Rashmika Mandana does a wonderful job as well, although sometimes her dialogues are difficult to understand. But the character of Bobby Deol just steals the show right from his first frame to his last. I just wished we could have seen a lot more of him. The writing for Bobby deol's character was heavily uncooked and Vanga clearly missed a big opportunity there. The rest of the cast do a commendable job as well. The Background Music is brilliant, pulsating and adrenaline pumping. The songs are very good, I personally love this album. The Cinematography is beautiful. However, there are many questions left unanswered in terms of many 'negative' character motivations but there has been enough room left for a sequel to continue this story forward.Animal is a very violent, raw, gory, shocking and unapologetic movie. It wears its heart on its sleeves and at 3 hours and 21 mins it does test your patience at times. But it deserves watching especially due to its direction, morally grey characters and its performances. And by no means, is this a movie to learn from how to be a good son or a good father. It's all just Alpha. So if you are a person who is triggered very easily, you may hate what Animal has to offer.But if you do decide to watch it, stick around till the credits roll and there is a big surprise. Personally, I loved the experience and the feels it generated within me.",positive
9,Unique + fresh Experience & Ranbir's Acting,"Movie was all & all amazing. Story line , background score , dylogue & Acting of Ranbir ( OMG... You will become His fan for sure ) anil kapoor , rashmika & all other were also good & Bobby's role was so wild (but i think he should deserve more screen time ) . The way Sandeep reddy wanga tell story & showcase hero in his movies ,is outstanding. He knows very well that how deeply use Ranbir's talent. Fight + violence was also interesting & family , father - son love was showed very freshly. Mot only youth but mature mid age people also gonna love this movie. Overall definately go & watch this movie. You won't regret .",positive
1,Imagine spending 3.5 hours in torture chamber with rats crawling over you - that sums the movie,"I regret having spent 3.5 hours of my life on this utter garbage of a movie. First 30 mins are fine, rest of the movie is just disconnected montage of gory pointless violence and most disgustingly thought up cliches. There is absolutely no depth of characters.It's shocking the way in which the movie normalises physical abuse of women, toxic masculinity and insulting of mental health professionals. Dialogues have been inserted purely for the shock value. Anil Kapoor's talent is wasted. This is the kind of utter garbage that contributes to some horrific real life crimes that we see so frequently in our cities. Sandeep Reddy Vanga bro, if you are reading this, please have some shame and dont make such abhorrent garbage just because you can!",negative
10,MUST WATCH,"I am not sure what is wrong with some people that they are criticizing this movie so much. Movies primarily r to entertain & not to teach something. Possibly the people who are criticizing the movie know nothing about screenplay, direction, acting & storytelling, because all these things were wonderfully done in this movie. Brilliant work done by the director & all the actors. I gave this 10 stars because according to the story and plot, everything was perfect & I don't see any scope for improvement. If u are a movie lover, you'll probably like it but if u have a habit of finding faults then....",positive
10,A brilliant movie not made for selfish and cold people.,This movie is a brilliant cinematic experience as people with emotions can really understand the pain and love of ranbir kapoor as ranvijay singh. His acting is outstanding the songs are placed quite beautifully. Over all this movie gives you a mesmerizing experience and even though it's a 3 hour and 22 minutes long movie. There is not a single dull moment in the movie but again people who have deep emotions can understand that how much he loved his father as he gave everything and in the end there was a moment when he truly felt helpless and cried like a baby on the shoulder of his uncle. Awesome.,positive
10,Veri nice movie,"Must watch this movie.everone should watch. Animal"" a movie from which i expected a lot (as people were saying its going to change indian cinema) It is a nice movie you can go to thetere grab some popcorns enjoy the first half with brilliant BGM, Action And ranbir kapoor's amazing acting skills.clinched the title of the best movie of 2023. The anticipation was sky-high, fueled by the intriguing trailer that promised a powerful Father and Son bond. However, a word of caution to those planning a family outing - this movie is not for the faint-hearted, with its abundance of bold scenes that might catch you off guard.Now, let's dive into what truly makes ""Animal"" a cinematic triumph. The ensemble cast delivers a performance of the highest caliber, with each actor bringing their A-game to the table. Ranbir Kapoor's portrayal is nothing short of exceptional; he not only meets but exceeds expectations. His ability to immerse himself in the character adds an extra layer of authenticity to the film.The emotional rollercoaster reaches its peak in the last scene, leaving the audience teary-eyed and deeply moved. It's a testament to the director Sandeep Reddy Vanga's mastery in storytelling and emotional resonance. Bobby Deol, too, shines brightly with his impeccable acting, proving yet again that he is a force to be reckoned with in the industry.As the credits roll, an unexpected twist awaits in the post-credit scene. Regrettably, some in the cinema missed out on this crucial moment, but I implore you not to make the same mistake.",positive
10,The craziest and the most badass Indian movie Animal-,"The craziest and the most badass Indian movie that will ever be experienced by the audience on the screen so far since 110 years. Definitely falls under ""The Cult"" category.The boldest director Sandeep Vanga Reddy takes us through the journey of a Son's possessiveness towards his Dad to the volcanic extreme, that he is just replacing love with vengeance, peace with war, gentleness with rage and saneness with madness.Most of the scenes are original and never seen before.Ranbir Kapoor stuns you with the most complex character, and your jaw will be dropped with shock and awe for his mind boggling acting along with various emotions stampede. He just tears open the cinema screen with his brilliance and ease, as he transforms from a raging teenager to animal man, and there is no stopping even with a meteor.This marks him as the best actor of Indian cinema with a launchpad to reach the elites.Having to match him is no easy feat but Rashmika Mandanna does it elegantly with stubbornness and guts.Anil Kapoor is a class apart with his stature and maturity.Bobby Deol is back with a bang. He delivers his career best performance although his screen presence is very short (a bit disappointing).The story is uniquely presented with full heart and woven really well with astounding screenplay and terrific music.Strictly for 18+ years. The alpha man kicks in, with no good social message. Pure violence, rampage and massacre in parts.Wish some uncomfortable scenes were edited, and also movie duration trimmed (first part of second half) as its 3 hours 22 mins long.Animal movie cracks open the movie industry with the boldness and crookedness, and roars loud.Watch at your own risk!",positive
8,Not your orthodox Bollywood movie!,"Wow, just wow! Despite all the negativity around the violence and general treatment of females depicted in this movie, this was extremely well written. Great character development and deep meaning throughout. The action scenes were intense and some I thought were very much Anime like. Lots of blood, shooting and swearing which makes a movie feel raw. You've also got to appreciate the way the ending was rolled out. Leaves the viewers minds open to interpretation. Good to see Bollywood raising the bar and making these interesting plots nowadays. Definitely not for the faint hearted, but for the open minded!",positive
1,"Yuckest Story, acting , dialogues, direction! hope people see Venga in mall and ask him to suck @##$","""Animal"" is an absolute disaster in the world of cinema. This film, if it can even be called that, is a cringe-inducing experience from start to finish. The acting is so abysmal that it makes you question the casting director's sanity. The performances are wooden and devoid of any emotion, as if the actors were reading their lines for the first time.The story, or lack thereof, is a convoluted mess that seems to have been stitched together by a preschooler with a pair of safety scissors. It's impossible to follow, and any attempt to make sense of the plot is met with frustration and disbelief. The narrative is a chaotic jumble of disconnected scenes that leave the audience scratching their heads in confusion.To make matters worse, ""Animal"" relies heavily on gratuitous violence and explicit sexual language, attempting to compensate for its lack of substance with shock value. It's a desperate and misguided attempt to grab attention that only serves to alienate viewers who were unfortunate enough to endure this cinematic travesty. Save yourself the agony and steer clear of ""Animal"" at all costs.",negative
2,Utter waste of time,"I really don't understand how this movie has got so many ward nominations, I have given 2 stars for this movie that is just because of the 2 good songs in it otherwise it does not even deserve rating also.Likes:
1. Two songs Papa meri jaan and Pehle bhi main are good to the ears.2. There was not for Anil Kapoor to do in this movie but whatever his part was, he looked in it.3. Nothing to take away from Ranvir Kapoor and Bobby Deol, story and direction was so poor that good actors could not save this disaster.Dislikes: After wasting 3 hours watching this movie, I don't want to talk much about it waste more time on this. But I will still give few points so you can save your time not watching it.1. This is a very lengthy movie.2. In one scene when Ranvir and Rashmika were fighting about Ranvir having sexual relation with another women, dialogues used in this scene shows the class of dialogue writer. The questions Rashmika was asking didn't make any sense. I simply felt dialogue writer was horny while writing this dialogue or in fact in the whole movie itself.3. Th intent of the storyline may have been showcasing father-son relation and love, but the way story was told it turned out to be son is psycho.4. It promotes gun, violence, sex so it is not to watch with family or kids.",negative
10,Animal is the best movie in the history of Indian cinema.,"""Animal"" emerges as an unprecedented magnum opus, standing as a towering achievement in the illustrious history of Indian cinema. Crafted by a visionary director and brought to life by an ensemble cast of exceptional talent, the film is a symphony of storytelling brilliance that unfolds across a sprawling canvas. From the very inception, ""Animal"" captivates its audience with a narrative that is as intricate as it is compelling, weaving together strands of suspense, drama, and profound societal reflections.The characters in ""Animal"" are not mere players in a story; they are intricate facets of a multifaceted exploration into the human psyche. Each character is a meticulously designed piece in the puzzle of the film's narrative, offering viewers a nuanced understanding of the complexities that define the human experience. The cast's performances breathe life into these characters, adding layers of authenticity and emotional resonance that linger long after the credits roll.Cinematographically, ""Animal"" is a visual spectacle that transcends the mundane. The lens captures the pulsating energy of urban landscapes with the same finesse as it embraces the serene beauty of rural expanses. The visual tapestry painted by the filmmakers is a testament to their commitment to cinematic excellence, where every frame is a work of art, meticulously composed to enhance the narrative impact.The soundtrack of ""Animal"" is a masterpiece in its own right, seamlessly blending with the visuals to create an auditory journey that mirrors the emotional highs and lows of the story. The music becomes a character in itself, enhancing the storytelling experience and deepening the audience's connection with the unfolding drama.Beyond its cinematic allure, ""Animal"" serves as a thought-provoking societal mirror. It delves into the intricate nuances of morality, justice, and the dynamics of human relationships, challenging viewers to introspect and engage with the broader philosophical questions embedded in the narrative. The film transcends the boundaries of entertainment, sparking conversations and dialogues that extend beyond the cinema halls.In the landscape of Indian cinema, ""Animal"" emerges as a trailblazer, pushing the boundaries of conventional storytelling and ushering in a new era of filmmaking. Its legacy is not just in its box office success but in its ability to leave an indelible mark on the collective consciousness of its audience. ""Animal"" stands as a testament to the power of storytelling, a cinematic epic that etches its name in golden letters in the grand tapestry of Indian cinematic history, destined to be celebrated and analyzed for generations to come.""Animal"" is an unparalleled masterpiece that has etched its name in the annals of Indian cinema as a beacon of innovation and storytelling brilliance. The film's unparalleled success lies in the convergence of a visionary director's narrative prowess and a cast that breathes life into characters with unprecedented depth. From the opening scenes to the climactic moments, ""Animal"" is a cinematic tour de force that transcends genres, seamlessly blending suspense, drama, and social commentary. The characters, meticulously crafted and portrayed, mirror the kaleidoscope of human emotions, creating an immersive experience that resonates with audiences across demographics. The cinematography, a visual symphony, captures the essence of diverse landscapes, from the pulsating energy of urban settings to the rustic charm of rural expanses, all with a finesse that elevates the film to cinematic glory.What sets ""Animal"" apart is not only its narrative prowess but also its profound societal reflections. The storyline serves as a mirror, forcing viewers to confront and contemplate the intricacies of morality, justice, and the intricate web of human relationships. The film's soundtrack, a mesmerizing fusion of melodies and emotions, acts as a silent yet powerful companion, heightening the impact of every scene. The dedication and passion of the filmmakers shine through in every frame, creating an immersive experience that extends beyond the confines of the cinema hall.As a trailblazer in the evolution of Indian cinema, ""Animal"" breaks free from the shackles of conventional storytelling, carving a niche for itself as a trailblazer in a new era of filmmaking. It not only entertains but also challenges preconceived notions, prompting viewers to question societal norms and fostering a dialogue on the complexities of the human condition. ""Animal"" is not just a movie; it's a cinematic odyssey that leaves an indelible imprint on the hearts and minds of its audience, securing its place as the epitome of excellence in the rich tapestry of Indian cinematic history.""Animal"" has undoubtedly left an indelible mark on the history of Indian cinema, transcending the boundaries of conventional storytelling and pushing the envelope of cinematic excellence. Helmed by a visionary director and brought to life by a stellar cast, the film weaves a tapestry of emotions, intrigue, and societal reflections. The narrative unfolds with a seamless blend of suspense and drama, keeping the audience on the edge of their seats from the opening scene to the closing credits. The characters are intricately developed, each portraying a facet of the human experience that resonates deeply with the viewers. The cinematography is nothing short of breathtaking, capturing the essence of both urban landscapes and rustic charm with equal finesse. The soundtrack, a symphony of emotions, complements the visuals, creating an immersive experience that lingers long after the credits roll. ""Animal"" not only entertains but also prompts introspection, challenging societal norms and provoking thought on morality, justice, and the complexities of human relationships. It stands as a testament to the evolution of Indian cinema, breaking away from clichés and paving the way for a new era of storytelling. In every frame, ""Animal"" showcases the dedication and passion of the filmmakers, leaving an indomitable legacy in the annals of Indian cinematic history.",positive
1,Waste of time and money,Simply 3rd class. The numbers and hype created is simply fake. Felt like a modern version of earlier time South Indian movies with no logic only action and this is much worse than that also. Acting wise Anil Kapoor did a good job. Didn't understand how people are even evaluating Bobby Deol performance as his screen time is lesser than Ranbir's body guards. The movie not only had a very poor script but its screen play and post production edit is also pathetic. This kind of movies should not be allowed to release even with an A rated certificate as it contains all the bad things that should one avoid. Very pathetic movie.,negative
10,Amazing,"Animal"" a movie from which i expected a lot (as people were saying its going to change indian cinema) It is a nice movie you can go to theatre grab some popcorns enjoy the first half with brilliant BGM, Action And ranbir kapoor's amazing acting skills that Adrenaline rush just amazing the story was also going nice. As the second half starts the action starts fading away and people starts having full conversion that you barely see in first half Some of the dialogues in the movie are very nicely written medical terms used very aptly that dilogue about swastik and Nazi symbol (detailing)Amazing!! ..",positive
5,Below average,"If you are someone who loves to watch thoughtful movies, then please don't waste your time. For people who are only watching for weekend timepass or have came to theatre because of Ranveer and Bobby, this movie even for them fails to deliver. The first half of movie is bit engaging but in second half things are just happening. There is no build up, no climax, or no particular thing that hits you and you come out of theatre with that thing in your mind, nothing. Though you won't find this ""unique"" thing in first half also. Things look like they are inspired from old 2000s Indian movies, where movie is rushed to complete events one after another, even if they are not making much sense. Even dialogues and characters are not strong, this is just so disappointing for a 3 and half hour movie to have such an impact in the end.",negative
10,"Great Direction, Awesome Acting, Fantabulous movie to watch..","Ranbir and Bobby Deol were awesome in terms of acting...Story was great and The music and songs were fantabulous..The day i saw the teaser and Trailer of this movie, i was damn sure its gonna hit the Box office very hard..Ranbir Kapoor is back with the bang after Rajneeti movie..When we talk about Lord Bobby Deol, he was just awesome in this movie..I mean the looks he gave in this movie, cant describe. Now we talk about the music, Harshvardhan Rameshwar gave the fantabulous background music in this movie..There were goosebumps in terms of Background score when j was watching this movie in the theatre..and above all The Director of this filmSandeep Reddy Vanga, he was awesome, great in terms of story, editing, and direction..",positive
9,Good Movie action like hollywood,"Shown a good gun and fight scenes and Overall movie is entertaining. You're looking to transform that review for a film titled ""Blood Red"" into one for a film named ""Animal,"" right? Here's a revised version:""Animal"" is a visceral rollercoaster that plunges audiences headfirst into a gripping underworld saga. Directed by a maestro of intensity, this Bollywood masterpiece fearlessly delves into the darkest corners of the human psyche, etching an unforgettable impression on viewers.Set against the sprawling canvas of a metropolis, the film traces the daunting odyssey of a man consumed by an unquenchable thirst for retribution. Raw emotions and unbridled violence entwine as the protagonist navigates a treacherous terrain of betrayal and deceit. The narrative fearlessly dives into the abyss of human nature, unveiling the extremes one would traverse to seek justice in an unjust world.Visually stunning yet relentlessly gritty, ""Animal"" fearlessly portrays the stark reality of its themes. The cinematography captures the pulsating energy of the underworld, juxtaposing serene moments with explosive, bone-crushing action sequences. The choreography of the fight scenes orchestrates a symphony of chaos, leaving the audience breathless amid the whirlwind of violence.At its essence, the film is a deep character study, delving into the intricate psyche of its protagonist whose pursuit of vengeance becomes an all-consuming obsession. The lead delivers a powerhouse performance, channeling a mix of rage, vulnerability, and unyielding determination that lingers long after the movie ends.Yet, ""Animal"" isn't flawless. Its unrelenting brutality might estrange certain viewers, and at times, the pacing falters, lingering excessively on scenes of aggression. While the narrative grips you, it occasionally teeters on the edge of predictability, following familiar tropes of revenge tales.Nevertheless, for aficionados of gritty cinema, ""Animal"" offers an experience that reverberates in the mind. It's a bold exploration of the human condition, painted with shades of vengeance and redemption against an unflinching backdrop of violence.To sum up, ""Animal"" is not for the faint-hearted. It's an unapologetic, unfiltered plunge into the depths of vengeance, brought to life with intense performances and captivating visuals. While it may not cater to everyone's taste, for those willing to embrace its brutality, it stands as a cinematic tour de force that leaves an enduring mark.",positive
6,Don't get fooled by the trailer which makes more sense than the movie,"1st half is good and engaging.2nd half is more of vanga trying to force dialogues, sub plots to ensure controversies are created..which is still fine if it made any logical sense. At times it was boring too.The issue is the film hardly makes any sense after the first half.Bobby deol was totally underused and so is his plot. But he shines in whatever screen time he got.Ranbir kapoor acted the same throughout..there was hardly much difference in the pitch of his character from childhood till he comes the animal. Hardly could see the dashavatar of his acting as claimed by vanga. He was wasted in a way. Although he does full justice to what he was asked to do.All in all the trailer made more sense than the movie. The violence shown is nothing to be afraid of..if you are watching OTT stuff.Nowhere close a film which can be called pathbreaking as some are claiming.",negative
9,Good,"As December draws to a close, there's no doubt that ""Animal"" has clinched the title of the best movie of 2023. The anticipation was sky-high, fueled by the intriguing trailer that promised a powerful Father and Son bond. However, a word of caution to those planning a family outing - this movie is not for the faint-hearted, with its abundance of bold scenes that might catch you off guard.Now, let's dive into what truly makes ""Animal"" a cinematic triumph. The ensemble cast delivers a performance of the highest caliber, with each actor bringing their A-game to the table. Ranbir Kapoor's portrayal is nothing short of exceptional; he not only meets but exceeds expectations. His ability to immerse himself in the character adds an extra layer of authenticity to the film.The emotional rollercoaster reaches its peak in the last scene, leaving the audience teary-eyed and deeply moved. It's a testament to the director Sandeep Reddy Vanga's mastery in storytelling and emotional resonance. Bobby Deol, too, shines brightly with his impeccable acting, proving yet again that he is a force to be reckoned with in the industry.As the credits roll, an unexpected twist awaits in the post-credit scene. Regrettably, some in the cinema missed out on this crucial moment, but I implore you not to make the same mistake. It's in these final moments that ""Animal"" transcends from a great film to an absolute masterpiece. Sandeep Reddy Vanga has crafted a narrative that keeps you on the edge of your seat until the very last second.In conclusion, ""Animal"" is not just a movie; it's an experience that will linger in your thoughts long after leaving the cinema. The bold scenes may not be suitable for family viewing, but for those who appreciate powerful storytelling, exceptional acting, and unexpected twists, this is a film that demands your attention. Sandeep Reddy Vanga has indeed created a masterpiece that cements ""Animal"" as the best movie of 2023.",positive
10,Appreciable performances by all characters,"Animal is a movie that does not shy away from showing the dark and ugly side of human nature. It is a story of a father and son who are both ruthless, violent and power-hungry, and the women who get caught in their web of lies and deceit. The movie is also a showcase of Ranbir Kapoor's acting prowess, as he plays the role of Vijay, the son of a notorious gangster, played by Anil Kapoor. Ranbir delivers a stunning performance as a man who is driven by his obsession, hatred and lust for his father's empire. He portrays a character who is complex, unpredictable and terrifying, and yet somehow manages to evoke some sympathy from the audience. The movie is not without its flaws, however. The movie is too long, with a runtime of over three hours, and some scenes feel unnecessary and repetitive. The movie also lacks depth and substance, as it does not explore the motivations or backgrounds of the characters, or the social and political implications of their actions. The movie also relies too much on shock value and sensationalism, and does not offer any meaningful message or insight. The movie is not without its flaws, however. The movie is too long, with a runtime of over three hours, and some scenes feel unnecessary and repetitive. The movie also lacks depth and substance, as it does not explore the motivations or backgrounds of the characters, or the social and political implications of their actions. The movie also relies too much on shock value and sensationalism, and does not offer any meaningful message or insight.",positive
7,Violence at top notch,Video of the movie is very stunning also the song choreography is very good also the action is very new in Indian cinema and all over the film is very very beautifully captured. The film suited three hour and 27 minutes long but when you watch the full movie in the theatre Feel it's like too much length you enjoying the whole movie you enjoying the Ranbir Kapoor acting the Anil Kapoor acting and the lobby they were role was only 15 minutes in the movie but still it's very way away from the cinema angle so you should must watch this movie in theatre this year don't keep movie don't see this movie at home just go to the theatre.,positive
1,Watch this film and beg for a refund!,"3 hours and 22 minutes of my life wasted. Stupidity! Misogyny! Incorrect depictions of Muslims! Objectified women, unnecessary plot twists, horrible pacing - this movie only succeeded in giving me nightmares as a thriller would, except not for the gore, but the sheer disappointment it proved itself to be. Avoid watching this film unless you're looking to write a caustic review such as this one - the villain was revealed in the last few minutes of the film and the amount of violence toward women is unnecessary. It would be at least reasonable if it was an allegory, but simply put, the director managed to combine misogyny, gore, and hilariously bad graphics to make a so-called thriller movie somehow casting A-list actors. After the interval, I had lost much hope for the film, and currently write this as the movie continues (I should also like to mention I created a new account for this review!). The director excuses blatant misogyny and violence in the name of some twisted 'loving' father-son relationship, and it's portrayed in an almost approving tone, exculpating the horrid main character. One star for the action scenes which keep you hooked and the first hour or so of the film and if you really want to stay positive to convince yourself that this harrowing experience was worth it, perhaps the twisted analysis you could make from the nurturing of the literally crazy MC and how he remains his own downfall makes the film a little salvageable. Regardless of anything, however, I would not label this a thriller. A psychological horror? Perhaps.",negative
9,Ranbir's performance is masterpiece. Rashmika does very natural acting.,"Anil kapoor is charismatic. Rest were best in their performances.ranbir dwells in deep in the performance. Only drawback is the duration. God performance, bobby is a stealer in 2 nd half. Because of length you will experience mild headache after moving out from theater. Ranbir turns out to be King of performance. Keeps you glued throughout movie and each reel is watchable. Screenplay and editing was good. Last few scenes could have been removed as we saw people moving out from theater at the last few mins after bobby gets killed. Some scenes could have been deleted which were just added with no relevance to the ingoing movie tempo.",positive
10,It's amazing movie must watch you will not be disappointed,"It's really a good movie , and acting skills were really good. Story is also awesome, and rashmika is fantastic in her given role ,she really carry her role superbly,where as on the other side Ranbir Kapoor and Bobby deol ohh! What a role and acting done by Bobby deol ,his comeback really made everyone think that he's such a gem actor for a reason, overall the scenes articulated by whole film actors were amazing.You need to watch this movie one time atleast and you will definitely going to enjoy this and it will be your best leisure time spending which will be worth watching this movie with your friends.",positive
9,Ranbir is 🔥 vanga keeped his promises,"The movie is quite good it's the best performance of
Ranbir carrier
Very gripping story first half is a little lengthy
But college scene and all is pure mass vanga has beautifully used the characters but screenplay I found little to quick but we can handle it
Secondly rashmika Hindi is not up to the mark vanga would have better choice still it was okish
The action is top notch next half is damn
Good action scenes will blow your mind
The chemistry between rk and rashmika is decentFather son story is highlighted beautifullyLord Bobby timing should be more but his presence can be felt it's good
Post credit scene will like make you think for while what you just saw is like 🔥🔥🔥🔥🔥 fire
Guys must watch
10/10.",positive
9,Animal one of the best 😍,"This is One of the Best Movies I ever saw 🔥
This is what we call a Real Masterpiece 👌🏻👍🏻
1. Perfect Storyline
2. Top acting from actors
3. Lovely Emotions
4. Brutal Action scenes
5. Best Direction
I saw this movie and I was waiting for this since its announcement.Anil Kapoor is another highlight of Reddy's movie. He plays the role of Ranvijay Singh's father Balbir Singh with elan. The few scenes Tripti Dimri appears in, she lights up the screen. She has that quality as is quite evident in Bulbbul and Qala.Animal is all of its highs and goods and still entertaining. If you look at the screenplay you will be entertained you won't get bored andyou are in for 3 hours 20 minutes of entertainment. That in itself, is quite some achievement.",positive
10,Nice movie,"""Animal"" is a wild ride from start to finish! The movie combines intense drama, gripping suspense, and a stellar cast to create a cinematic experience that's truly captivating. Ranbir Kapoor's performance is raw and powerful, adding depth to his character. Anil Kapoor and Bobby Deol also shine in their respective roles, bringing a perfect blend of intensity and charisma.The storytelling is unpredictable, keeping you on the edge of your seat as the plot unfolds. The film explores the complexities of human relationships and the consequences of our choices. The dialogues are sharp, and the cinematography beautifully captures the essence of the story.The music and background score complement the narrative, enhancing the emotional impact of key scenes. The director successfully weaves together various elements, making ""Animal"" a compelling watch for those who enjoy thought-provoking cinema.However, the movie may not be for everyone, as it delves into dark and intense themes. If you're a fan of gritty storytelling and powerful performances, ""Animal"" is definitely worth a watch!",positive
10,Answer to godfather,"Animal may be bit late but is comparable to godfather not I entirety considering current age scenario. It's not as good as godfather but closest to it being different story rhan it. All those feminists and people glorifying feminisn..reviewing it negatively ..are forgetting the point.. you have to consider cinema as a picture of society..rather than criticising the mirror they should criticise the society..otherwise animal is a full entertainment film at par with Hollywood movies..I would even say Sandeep reddy as Christopher Nolan of India..the problem with indian intellectuals is to condemn to anything that is popular in current scenarios, just to be in news...rather than actual issues.",positive
10,"Cult movie ! Stylish ! Luxurious! Non comparable to Indian standards, more like oligarchs style","Movie Is a bit lengthy, but stylish , cult and amazing. Editing , and direction Superb. Ranbir kapoor n bobby deol done a fantastic job . Superb casting, superb style, n editing. Well done 🔥 Its a cool watch . For Those who adores style, attitude, power n dominance this is the movie full of thrills. All credits goes to director sandeep reddy vanga . His casting , editing and plot are super good. Normal local audience wont understand its depth. So please dont compare it with local movoes, instead compare it with hollywood cult movies. Well done and waiting for its sequel.Read a lot of negative comments but, after watching this movie i felt pity for those who compares this with indian culture . This is way above that. Movie is a fire . Watch if you can accommodate the change, the style, the power and mostly the alpha maleism.",positive
10,"Every aspect is great, but screenplay is pure genius.","1. Closed full circles and story loops.2. Ramayana/ Mahabharata inspired themes, Vanvaas, Dasharath Ji's reference, Pandava & Kaurava Ref. Etc.3. 'Rann' (Battlefield) + 'Vijay' (Victor) = Rannvijay Singh ""Balbir"", while he wins the battle of Animals (Pre Interval)4. Battle wounds have multidimensional consequences shown in grounded manner unlike other contemporary films, some wounds take time to heal, others need transplants and few are irreversible.5. Some scenes might seem unnecessary superficially but have great implications for future references and past happenings in Indian history along with contemporary realities. (Sw as tika and Hak en cruez)6. The film unfolds itself after you walk out of the theater and compels you to think about it for days to come.Watch this film 2-3 times, watch Director Sandeep Reddy Vanga's commentaries and learn about storytelling and civilization's narrative.",positive
10,Super and fantastic movie,"It's a very super movie everyone should watch will learn many things in life, every character is good and fantastic so requesting everyone to kindly watch , ranbir kapoor character is so good and osam.i have watched end to end character which plays good and have moral in it. The movie has a good start, a story that has a good direction, Not only does it feel generic, The songs were absolutely good. The characters are also unique and have lovely personality traits, good character. The animation was beautiful, mesmerizing and colourful. As one of the few that mixes CGI with traditional animation, it works in such a way that feels fresh and its style makes us feel like this is an actual storybook. I hope more films are made like this in the future.",positive
8,Movie justifies the Title.,"While the debut movie of the director, Arjun Reddy, was an incredibly human film, 'Animal' is a total opposite of it, so there's no point in expecting the nuance which was depicted in Arjun Reddy.'Animal' is violent, messy and no holds barred.This movie worked well when it was being a gangster-drama film showing the brutality of the main character and the villain.However it fell short when it came to exploring the relationship between spouses. The marital drama portion of the film was poorly written and executed.Hoping that the sequel, Animal Park, if made, sticks to the action-drama and build on it.",positive
9,ANiMaL: Roaring Realms of Raw Emotion and Labyrinthine Lives,"""Animal"" is a captivating Indian film that seamlessly weaves together intense drama, stellar performances, and a gripping storyline. With power-packed performances by the cast, especially Ranbir Kapoor, the film delves into complex human emotions and relationships. The engaging narrative, coupled with strong character development, keeps the audience on the edge of their seats. The film's cinematography and direction contribute to its overall visual appeal. While some moments may feel intense, they add depth to the storytelling. ""Animal"" is a compelling cinematic experience that successfully explores the nuances of human nature and the choices we make.",positive
1,Don't waste your time,"No logic, absurd crap. Ranbir does anything and justify in the name of dads love. Rashmika wasted. Anil kapoor and Bobby Deol too. No cops in the movie, looks director forgot that cops exist in the world.waste of time, deviations from main plot several times. Watch god movies and encourage. Don't watch this crap with kids. No body will be like Ranbir in the world. Background Scott was good at times. Too much lengthy fights and not using gun for last fight was typical Indian cinema non sense logic. Wish there was some good song otherwise. Glad don't waste my time in theater. Watched in home theater and saved some bucks.",negative
